LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus
416,4398.49,18,380.82,MO,9,9825,0,68,PAYING
417,1094,19.99,376.86,MO,1001,4900,0,54,CH 13 BANKRUPTCY
418,1981.37,17.5,291.01,MO,0,7300,0,66,PAYING
419,2570.9,16.99,284.54,MO,95,7000,0,70,PAYING
420,3483.38,22.5,431.78,MO,43,9800,0,66,PAYING
421,2936.74,16.5,358.87,MO,0,9075,0,67,PAYING
422,2782.54,16.5,292.56,MO,0,8575,0,67,PAYING
423,1867.25,16,305.77,MO,4,7200,0,66,PAYING
424,4385.88,18,334.25,MO,0,7600,0,73,PAYING
425,4823.21,16.99,376.24,MO,0,9800,0,72,PAYING
426,1725.27,16.99,324.3,MO,0,8875,0,66,PAYING
427,4143.4,16.99,354.48,MO,30,9550,0,67,PAYING
428,4346.68,16.99,472.71,MO,0,12750,0,68,PAYING
429,11385.03,20.99,500,MO,1417,8700,0,56,REPO HOLD
430,5256.97,16.99,498.17,MO,28,14275,0,70,PAYING
431,2597.91,16.99,393.42,MO,0,10725,0,69,PAYING
432,12222.19,16,399.6,MO,818,10625,0,66,CH 07 BANKRUPTCY
433,3359.55,16.99,361.54,MO,52,7500,0,70,PAYING
434,3930.84,19.25,345.54,MO,9,8900,0,67,PAYING
435,4294.67,16.99,445.06,MO,59,11400,0,69,PAYING
436,4162.42,16.99,314.71,MO,26,8900,0,69,PAYING
437,1880.28,16.99,254.64,MO,60,4725,0,66,PAYING
438,6515.01,16.99,295.45,MO,81,9550,0,75,PAYING
439,3922.33,16,292.79,MO,103,8700,0,62,REPO HOLD
440,1551.45,17.99,489.99,MO,208,9800,0,69,PAYING
441,5286.29,17.5,348.12,MO,7,9275,0,71,PAYING
442,2552.24,18,338.62,MO,0,9225,0,66,PAYING
443,3853.45,16,317.47,MO,36,7625,0,63,PAYING
444,4922.07,16.99,363.7,MO,0,11225,0,70,PAYING
445,5258.66,15.99,361.96,MO,58,10900,0,70,PAYING
446,3459,16.99,345.43,MO,0,10550,0,68,PAYING
447,2066.01,19.5,460.79,MO,201,9600,0,58,REPO ASSIGN
448,4463.64,13.22,438.41,MO,0,13525,0,70,PAYING
449,2196.05,16.99,486.91,MO,23,13425,0,66,PAYING
450,2814.72,19.5,372.58,MO,41,9450,0,66,PAYING
451,2537.24,17.11,366.21,MO,0,9850,0,66,PAYING
452,2843.16,16,375.58,MO,0,13350,0,66,PAYING
453,10794.9,22.99,369.38,MO,1348,7425,0,66,CH 13 BANKRUPTCY
454,1994.19,19.5,372.65,MO,0,10100,0,66,PAYING
455,2327.89,16.99,415.06,MO,22,11050,0,66,PAYING
456,3247.77,17.01,389.12,MO,4,10250,0,66,PAYING
457,3095.32,18.25,291.04,MO,0,8175,0,68,PAYING
458,2865.47,16.99,291.31,MO,0,8025,0,62,PAYING
459,1803.97,16.99,302.72,MO,3,9075,0,67,PAYING
460,1499.86,19,322.83,MO,0,8975,0,62,PAYING
461,1047.32,16.99,323.58,MO,0,8825,0,66,PAYING
462,1909.5,17,382,MO,10,9850,0,63,PAYING
463,3432.82,16.98,348.08,MO,92,9900,0,66,PAYING
464,4428.22,15.99,306.3,MO,83,8475,0,68,PAYING
465,2157.71,16,280.45,MO,0,8450,0,66,PAYING
466,3260.12,22.5,272.14,MO,55,4675,0,68,PAYING
467,5031.94,15.99,340.88,MO,730,7750,0,56,CH 13 BANKRUPTCY
468,8532.04,16.5,448.27,MO,14,11100,0,68,PAYING
469,8260.99,18.99,366.48,MO,776,9825,0,68,INSURANCE HOLD
470,4547.81,16.99,499.37,MO,0,16175,0,70,PAYING
471,4091.92,16,397.24,MO,4,11000,0,66,PAYING
472,3270.82,17.5,345.06,MO,64,9200,0,66,PAYING
473,3405.91,19,377.83,MO,0,10300,0,68,PAYING
474,2371.38,16.99,381.79,MO,103,9300,0,66,REPO ASSIGN
475,1555.34,19.5,321.83,MO,14,8850,0,66,PAYING
476,8565.69,18.75,362.33,MO,20,11125,0,74,PAYING
477,7444.83,19.5,381.09,MO,493,8150,0,68,CH 07 BK NOTICE
478,3286.7,17.5,358.8,MO,0,10275,0,66,PAYING
479,5622.39,17,336.01,MO,0,10025,0,73,PAYING
480,5510.68,16.99,412.98,MO,2,10625,0,73,PAYING
481,1819.77,18,333.48,MO,19,6975,0,68,PAYING
482,8500.9,19.5,303.94,MO,1352,5700,0,54,CH 13 BANKRUPTCY
483,3696.76,17.5,397.2,MO,0,12050,0,68,PAYING
484,1001.62,16.5,299.71,MO,62,8300,0,60,PAYING
485,3019.45,16,300.85,MO,0,8850,0,66,PAYING
486,1023.48,18,360.44,MO,0,10200,0,66,PAYING
487,2078.27,21.99,357.44,MO,828,6400,0,54,CH 13 BANKRUPTCY
488,2745.51,16.99,456.92,MO,79,13375,0,71,REPO HOLD
489,1995.47,16.99,383.79,MO,665,9150,0,60,CH 13 BANKRUPTCY
490,1848.52,17.5,301.42,MO,0,8950,0,64,PAYING
491,3632.84,16.99,365,MO,0,10225,0,70,PAYING
492,2119.79,19,299.45,MO,0,9000,0,62,PAYING
493,1088.96,16.99,266.49,MO,0,5925,0,66,PAYING
494,5639.47,16.99,387.87,MO,143,9725,0,68,REPO HOLD
495,5405.25,16.99,370.06,MO,784,9550,0,66,CH 13 BANKRUPTCY
496,5301.05,16.99,358.17,MO,18,12150,0,72,PAYING
497,1158.86,16.99,392.27,MO,0,11550,0,66,PAYING
498,4586.51,19.5,378.54,MO,582,8225,0,66,CH 13 BANKRUPTCY
499,1713.01,19,305.5,MO,0,9525,0,66,PAYING
500,6662.57,19.5,480.58,MO,487,13200,0,67,CH 13 BANKRUPTCY
501,4611.4,17.11,333.34,MO,7,10025,0,71,PAYING
502,1977.97,16,319.57,MO,40,12675,0,60,PAYING
503,6144.32,16.99,316.89,MO,21,9125,0,72,PAYING
504,3139.24,16.5,377.11,MO,0,10975,0,68,PAYING
505,3169.23,19,333.78,MO,0,8800,0,66,PAYING
506,1381.04,16.99,378.84,MO,244,12475,0,66,CH 13 BANKRUPTCY
507,1965.68,16.99,406.38,MO,30,10375,0,68,PAYING
508,2409.76,17.5,325.46,MO,0,9825,0,66,PAYING
509,5055.57,17.5,341.36,MO,7,10575,0,70,PAYING
510,2694.88,18,331.67,MO,0,8075,0,66,CH 07 BANKRUPTCY
511,2984.29,19.5,339.29,MO,42,8925,0,66,PAYING
512,7759.1,17.5,467.43,MO,12,15100,0,69,PAYING
513,9211.06,17.99,390.42,MO,3,11075,590,76,PAYING
514,10557.5,17.99,482.34,MO,0,12200,600,74,PAYING
515,11466.12,17.99,421.23,MO,154,10575,540,76,REPO HOLD
516,12385.6,18.37,533.06,MO,6,14900,566,77,PAYING
517,1934.29,28,304.62,MO,93,5925,467,56,PAYING
518,4099.44,27,385.79,MO,0,7250,547,62,PAYING
519,9099.8,17.99,413.22,MO,94,11350,534,76,REPO HOLD
520,2730.35,28,337.32,MO,0,4625,598,63,PAYING
521,6001.02,27,433.78,MO,639,8400,425,63,CH 13 BANKRUPTCY
522,1644.7,28,320.68,MO,0,5125,500,58,PAYING
523,2700.75,19.99,575,MO,38,14175,560,64,PAYING
524,11387.81,17.99,594.4,MO,4,20750,537,74,PAYING
525,1304.85,25,375.81,MO,25,7000,472,60,PAYING
526,8329.39,24,539.19,MO,130,11300,535,67,REPO ASSIGN
527,5091.56,24,538.46,MO,66,12000,495,66,PAYING
528,1737.38,27,411.26,MO,1135,6700,467,42,CH 13 BANKRUPTCY
529,8561.44,24.95,351.72,MO,49,8225,498,68,PAYING
530,2331.39,19.98,266.94,MO,10,5975,482,63,PAYING
531,1102.69,27.99,392.02,MO,0,7900,519,52,PAYING
532,6002.19,27.99,333.4,MO,1648,3775,481,27,CH 07 BANKRUPTCY
533,1849.54,27.99,351.5,MO,969,3550,435,36,CH 13 BANKRUPTCY
534,4768.9,27.99,339.75,MO,345,3950,0,50,CH 13 BANKRUPTCY
535,3699.66,17.924,234.02,SM,149,9025,491,112,REPO HOLD
536,1753.44,22.79,198.43,BW,0,6075,0,131,PAYING
537,1408.56,21,378,MO,68,6275,613,57,PAYING
538,1736.44,21,409,MO,0,10050,486,63,PAYING
539,2310.29,21,479,MO,76,12700,458,57,PAYING
540,1969.92,21,436,MO,2,10075,626,62,PAYING
541,5823.7,28,387.31,MO,0,6050,0,63,PAYING
542,3301.92,27,357.18,MO,0,5850,0,59,PAYING
543,4936.08,27,407.14,MO,832,7375,580,60,CH 13 BANKRUPTCY
544,2524.96,27,495.93,MO,0,10275,0,63,PAYING
545,7288.26,21,376.81,MO,608,9325,0,62,CH 13 BANKRUPTCY
546,5380.62,21,430.77,MO,359,10350,0,62,REPO HOLD
547,3351.2,24.79,176.35,BW,755,5425,0,106,CH 13 BANKRUPTCY
548,2044.34,27,486.39,MO,16,10725,0,60,PAYING
549,5764.39,26,372.53,MO,0,7950,0,70,PAYING
550,4672.86,28,413.55,MO,32,7450,0,63,PAYING
551,3302.5,27,396.96,MO,22,9150,0,62,PAYING
552,6810.49,18.37,417.15,MO,0,10075,0,72,PAYING
553,3749.64,21.9,187.65,BW,706,3950,0,117,CH 13 BANKRUPTCY
554,2028.92,19.98,315.85,MO,0,8900,0,60,PAYING
555,3535.4,17.9976,229.42,SM,41,9025,0,118,PAYING
556,3027.43,18.1212,181.95,SM,69,5675,0,118,PAYING
557,6977.21,19,479.6,MO,104,15300,0,69,INSURANCE HOLD
558,2513.43,15.09,230.54,SM,0,10575,0,120,PAYING
559,2004.73,15.18,238.26,SM,15,10575,0,120,PAYING
560,1936.15,15.17,264,SM,0,10475,0,120,PAYING
561,1865.71,15.17,225.82,SM,4,9500,0,120,PAYING
562,3232.74,15.18,244,SM,10,10125,0,131,PAYING
563,2021.44,15.13,261.81,SM,0,11725,0,126,PAYING
564,11869.73,17.99,619.86,MO,0,21025,0,73,PAYING
565,10356.17,17.99,551,MO,0,14600,0,73,PAYING
566,2618.35,27,340.13,MO,958,6175,0,60,CH 13 BANKRUPTCY
567,1210.14,23.95,361.82,MO,0,9625,0,60,PAYING
568,12066.75,15.86,205,SM,1490,3725,0,98,REPO HOLD
569,1043.36,16.89,216.88,BW,1328,2575,0,91,CH 13 BANKRUPTCY
570,7922.05,16.87,210,BW,1132,4500,0,90,REPO HOLD
571,3593.92,23.99,185,BW,803,8200,0,93,REPO HOLD
572,9270.38,22.99,325,MO,1478,6925,0,46,REPO HOLD
573,6226.19,15.05,399.67,MO,50,9150,511,64,PAYING
574,3704.95,20.95,194.34,MO,72,4425,551,65,PAYING
575,4207.2,18.8,357.74,MO,8,8350,0,63,PAYING
576,4331.54,18.24,459.31,MO,0,10100,634,62,PAYING
577,7609.84,28,344.72,MO,698,5975,498,58,CH 13 BANKRUPTCY
578,1110.29,24.95,461.01,MO,0,10700,0,56,PAYING
579,2116.13,28,307.9,MO,0,5075,446,56,PAYING
580,12237.56,27,500.74,MO,799,9425,528,60,CH 13 BANKRUPTCY
581,3686.53,26,479.45,MO,10,10200,505,58,PAYING
582,3867.13,21.99,344.62,MO,59,6450,554,61,PAYING
583,2712.53,15.21,251.04,SM,0,9350,639,124,PAYING
584,2506.66,15.13,260,SM,0,9725,0,120,PAYING
585,2412.02,15.22,532.09,MO,0,17600,543,60,PAYING
586,4396.33,15.21,218,SM,137,6825,744,120,REPO ASSIGN
587,1248.58,15.14,535.41,MO,18,11825,650,60,PAYING
588,3838.15,15.1,262,SM,0,13000,529,120,PAYING
589,1885.61,15.17,263.05,SM,0,10200,654,120,PAYING
590,2401.41,15.09,288,SM,30,11800,552,124,PAYING
591,1765.71,15.16,257,SM,50,9025,657,125,PAYING
592,2889.75,15.22,218,SM,4,8675,638,120,PAYING
593,2044.76,28,400.24,MO,4,6550,598,55,PAYING
594,1941.46,24.95,594.81,MO,0,9800,564,58,PAYING
595,2563.92,25,435.7,MO,67,7550,481,63,PAYING
596,3614.74,28,400.62,MO,0,8975,481,61,PAYING
597,1817.86,18.49,383.78,MO,0,7700,0,54,PAYING
598,4356.61,16.93,404.94,MO,10,7225,490,62,PAYING
599,9441.9,18.68,356.18,MO,1372,5525,0,44,REPO HOLD
600,5115.64,18.71,433.84,MO,18,9200,521,59,PAYING
601,1034.4,18.73,305.31,MO,65,3550,497,44,PAYING
602,1680.71,18.71,386.43,MO,105,7100,471,50,PAYING
603,3345.49,16.9,354.59,MO,32,5400,510,57,PAYING
604,1482.77,16.75,387.18,MO,0,8450,460,52,PAYING
605,2862.27,24.98,318.41,MO,0,8225,582,60,PAYING
606,5079.41,18.23,411.05,MO,8,11800,609,62,PAYING
607,10250.62,26,481.11,MO,9,8500,505,66,PAYING
608,4356.82,26,444.31,MO,0,8625,495,63,PAYING
609,4099.2,28,404.58,MO,31,6300,503,58,PAYING
610,1813.48,21,398.3,MO,0,8675,701,60,PAYING
611,3619.24,21,426.43,MO,0,7450,687,60,PAYING
612,1624.21,21,293.46,MO,0,4475,809,60,PAYING
613,1511.4,21,408.84,MO,0,10450,0,60,PAYING
614,3127.3,21,499.94,MO,53,10300,566,68,PAYING
615,2640.9,21,382.7,MO,19,8000,636,60,PAYING
616,4946.26,19.99,334.49,MO,0,6950,483,72,PAYING
617,5733.7,24.99,219.52,BW,0,10350,570,148,PAYING
618,10203.59,21.99,417.58,MO,0,7625,551,68,PAYING
619,3189.1,19.9,360,BW,188,0,NULL,135,PAYING
620,16609.49,17.95,777.54,MO,783,0,NULL,76,CH 13 BANKRUPTCY
621,5138.92,19.99,350,MO,0,16725,0,64,PAYING
622,1260.68,19,452,MO,64,8500,536,59,PAYING
623,4148.32,16.96,455,MO,21,9300,534,61,PAYING
624,2758.41,16.78,275,BW,19,12900,615,145,PAYING
625,1147.66,19.91,202.02,BW,0,7025,627,138,PAYING
626,1922.3,21.99,423.91,MO,0,7175,531,72,PAYING
627,1869.83,28,345.53,MO,9,6750,571,57,PAYING
628,5904.77,26,376.85,MO,822,7075,557,57,REPO HOLD
629,4255.75,28,499.04,MO,2,2850,536,57,PAYING
630,4234.74,27,491.21,MO,6,9625,447,57,PAYING
631,3550.83,26,386.89,MO,0,7225,648,60,PAYING
632,3180.17,17.72,210,BW,78,7325,0,124,PAYING
633,1091.76,21,514.87,MO,39,6600,666,49,PAYING
634,21891.58,18.24,716.2,MO,4,23000,575,79,PAYING
635,7678.74,20.03,450.02,MO,31,7750,532,57,PAYING
636,6278.61,20.24,374.79,MO,121,5150,495,51,REPO HOLD
637,7853.15,16.9,400,MO,71,9075,563,63,PAYING
638,10282.85,24.9,425.1,MO,905,6800,500,49,REPO HOLD
639,12593.24,24.9,448.03,MO,1264,9625,536,48,REPO HOLD
640,4728.67,16.94,232.69,BW,33,9075,513,134,PAYING
641,4237.51,15.95,237.31,BW,0,14025,562,130,PAYING
642,2584.18,18.92,464.3,MO,0,9375,554,57,PAYING
643,2530.54,16.89,261.37,BW,0,8000,579,124,PAYING
644,1186.74,17.94,258.24,BW,0,9675,487,117,PAYING
645,4238.51,17.97,331.23,SM,25,14850,566,120,PAYING
646,2710.67,18.01,415.87,MO,931,6250,622,55,CH 13 BANKRUPTCY
647,4357.36,17.93,229.02,BW,0,11925,561,140,PAYING
648,4104.53,15.95,211.69,BW,0,9450,644,130,PAYING
649,5237.39,17.94,246.7,BW,12,17725,655,136,PAYING
650,2659.93,15.94,275.66,BW,0,10850,659,143,PAYING
651,2942.21,14.9,277.74,BW,0,19775,584,139,PAYING
652,7298.39,17.95,289.52,BW,6,14900,612,126,PAYING
653,6553.36,15.95,269.8,BW,0,15900,631,132,PAYING
654,4163.4,17.93,233.7,BW,97,7075,536,136,PAYING
655,1545.16,18.88,269.45,BW,48,7750,523,117,PAYING
656,1389.73,17.93,245.29,BW,0,11250,523,134,PAYING
657,13119.98,18.45,543.87,MO,0,11975,528,72,PAYING
658,4821.27,6,282.86,MO,0,6775,574,66,PAYING
659,9222.21,18.56,483.24,MO,0,10500,0,69,PAYING
660,11080.31,18.43,416.78,MO,45,10550,573,72,PAYING
661,9727.14,18.42,369.44,MO,58,9300,577,71,PAYING
662,8743.16,20.98,340,MO,1311,3375,523,46,REPO HOLD
663,9027.56,21,333.95,MO,888,3850,440,50,REPO HOLD
664,1962.53,16.66,610.51,MO,106,17975,0,48,PAYING
665,3294.9,27.26,154.48,SM,0,4350,539,108,PAYING
666,11395.79,15.99,458.08,MO,0,20800,675,74,PAYING
667,8780.94,18.53,415.62,MO,3,10975,0,68,PAYING
668,10034.52,22.5,497.83,MO,0,12450,0,65,PAYING
669,9571.15,9,375,MO,0,11300,541,67,PAYING
670,6333.05,18.9,478.86,MO,0,10900,654,60,PAYING
671,8347.06,21,454.98,MO,0,9925,652,65,PAYING
672,2245.42,21,418.57,MO,17,8075,541,62,PAYING
673,4250.99,21,486.11,MO,0,10625,512,60,PAYING
674,3037.1,21,336.75,MO,0,11600,795,60,PAYING
675,1391.77,16.69668,0,WE,1042,0,NULL,165,REPO HOLD
676,5218.54,23.99,381.05,MO,0,9475,523,66,PAYING
677,5382.4,19,822.92,MO,7,16075,459,62,PAYING
678,1017.24,18,568.84,MO,0,11925,497,62,PAYING
679,11135.97,18.62,432.86,MO,0,11600,0,72,PAYING
680,14969.8,18.44,596.96,MO,118,18200,426,70,REPO HOLD
681,3610.36,22.99,257.66,MO,0,5600,598,60,PAYING
682,10666.77,18.35,434.23,MO,0,12000,522,74,PAYING
683,4955.39,21.99,412.83,MO,0,7725,625,60,PAYING
684,8343.85,18.41,392.84,MO,0,10300,554,70,PAYING
685,6922.62,20.99,384.91,MO,0,9375,0,67,PAYING
686,3603.57,22,226.24,MO,1,4725,0,62,PAYING
687,8795.55,20.81,265,BW,1125,8100,594,77,REPO HOLD
688,3034.6,18.4,309.08,MO,0,6825,707,68,PAYING
689,2609.65,18.49,327.3,MO,16,10450,506,67,PAYING
690,3703.98,23.99,315,MO,1,6825,569,65,PAYING
691,2040.26,18.58,379.23,MO,0,8425,537,63,PAYING
692,5772.26,18.43,386.21,MO,140,9325,551,69,REPO HOLD
693,1346.53,21.99,312.26,MO,0,6475,599,66,PAYING
694,1559.83,18.58,459.05,MO,0,18500,502,63,PAYING
695,2373.19,22.99,319.37,MO,68,6725,570,60,PAYING
696,18747.45,18.37,579.43,MO,0,18775,559,79,PAYING
697,9518.56,18.59,615.35,MO,4,15400,481,60,PAYING
698,11488.3,18.01,390,BW,0,27425,659,125,PAYING
699,3475.33,18.09,180,BW,0,9225,716,120,PAYING
700,8427.57,16.69,600,MO,0,17800,595,65,PAYING
701,7786.91,20.99,354.33,MO,464,7500,648,60,INSURANCE HOLD
702,7379.41,20.52,480,MO,1007,5550,572,48,REPO HOLD
703,21560.7,18.43,680.88,MO,111,20625,537,74,REPO HOLD
704,11974.58,18.59,431.37,MO,18,12975,562,68,PAYING
705,8060.49,29.9,1179.36,MO,47,28375,603,48,PAYING
706,5544.85,18.19,215,SM,40,10550,507,116,PAYING
707,3592.77,17.69,215,BW,61,8425,529,124,PAYING
708,4771.19,18.2,215,BW,54,6925,559,120,PAYING
709,6794.2,20.99,496.29,MO,23,10525,645,59,PAYING
710,8073.31,18.23,379.55,MO,26,10600,609,77,PAYING
711,5194.7,23.81,450.55,MO,22,11850,616,72,PAYING
712,5501.36,23.81,442.76,MO,18,9825,617,72,PAYING
713,2208.06,18,464.31,MO,0,9350,542,52,PAYING
714,1802.73,18,431.67,MO,17,16000,480,48,PAYING
715,2000.32,18.74,374.96,MO,0,9600,570,60,PAYING
716,4477.69,22,377.08,MO,54,8550,570,66,PAYING
717,2356.75,21,429.87,MO,0,8400,589,72,PAYING
718,3070.94,18.74,324.27,MO,0,9200,641,60,PAYING
719,2532.09,18.74,307.44,MO,0,6600,564,60,PAYING
720,6950.23,24.23,379.16,MO,47,8750,593,64,PAYING
721,4809.3,23.88,510,MO,93,6725,0,54,PAYING
722,4781.92,23.99,510.46,MO,123,7200,523,53,REPO ASSIGN
723,4180.37,17.04,423,MO,13,8475,606,52,PAYING
724,7447.14,18.01,555,MO,3,9300,595,1923,PAYING
725,6743.38,16.86,300,BW,2,20275,0,1908,PAYING
726,6698.55,17.7,250,BW,75,10000,690,121,PAYING
727,6404.55,18.07,240,BW,26,11350,440,130,PAYING
728,6193.11,17.01,295,BW,0,13575,0,120,PAYING
729,3909.99,16.09,275,BW,19,14675,663,116,PAYING
730,5977.56,18.09,300,BW,0,12150,678,115,PAYING
731,8274.84,18.08,290,BW,8,13625,587,130,PAYING
732,6239.45,17.23,305,BW,5,14775,608,117,PAYING
733,3841.03,18.04,275,BW,0,10450,586,106,PAYING
734,7888.54,18.55,400.48,MO,4,11475,514,66,PAYING
735,10118.94,21.99,425.1,MO,63,10425,536,66,PAYING
736,8591.86,16,458.08,MO,0,14825,616,66,PAYING
737,7469.36,18,373.36,MO,2,9600,491,64,PAYING
738,5627.61,21.99,330.04,MO,22,7175,598,60,PAYING
739,8497.03,21,434.27,MO,0,10125,0,66,PAYING
740,8276.93,21.99,493,MO,26,9350,484,56,PAYING
741,8875.21,19.99,675.13,MO,0,13825,669,60,PAYING
742,8017.48,22.26,643.69,MO,0,20475,567,72,PAYING
743,4140.87,21,368,MO,17,5675,608,66,PAYING
744,1625.32,21,443,MO,0,11050,581,54,PAYING
745,5319.1,21,314,MO,0,4850,0,64,PAYING
746,2117.32,21,392,MO,0,6700,615,54,PAYING
747,2074.81,21,467,MO,214,12500,529,61,CH 13 BANKRUPTCY
748,3958.65,21,406,MO,27,7400,584,54,PAYING
749,1965.32,21,421,MO,0,8350,514,54,PAYING
750,2394.72,21,306,MO,0,4925,685,56,PAYING
751,3162.03,21,390,MO,0,7250,0,60,PAYING
752,2216.06,21,407,MO,0,7900,485,54,PAYING
753,1636.46,21,214,MO,0,6425,595,60,PAYING
754,3209.97,21,334,MO,76,7000,623,55,INSURANCE HOLD
755,3039.62,21,406,MO,0,7900,547,54,PAYING
756,5222.4,21,369,MO,0,5525,541,62,PAYING
757,2378.25,21,401,MO,14,6275,562,55,PAYING
758,4427.27,26.98,283.17,MO,0,5900,655,62,PAYING
759,7004.44,16.18,241.13,SM,2,9425,672,120,PAYING
760,6999.15,16.15,525.05,MO,31,11025,590,60,REPO HOLD
761,5463.41,16.16,475.45,MO,0,8975,614,59,PAYING
762,1998.94,15.96,202.96,SM,0,9850,636,108,PAYING
763,5516.3,16.18,268.53,SM,0,12350,569,120,PAYING
764,6561.18,16.14,263.22,SM,0,10675,659,118,PAYING
765,6293.23,15.19,276,SM,0,12525,601,120,PAYING
766,6584.06,18.07,200,BW,0,13300,566,141,PAYING
767,3796.01,17.8,457.22,MO,31,10600,569,50,PAYING
768,4434.02,19.75,268.77,MO,130,5625,546,60,REPO ASSIGN
769,3201.49,24.15,420,MO,68,8500,534,42,PAYING
770,5184.57,23.33,570.96,MO,7,11625,565,52,PAYING
771,4668.09,23.38,175,BW,1227,1900,610,73,REPO HOLD
772,8171.51,27,220,BW,6,9300,479,139,PAYING
773,3048.49,19.9,280,MO,60,4300,588,51,PAYING
774,7652.44,21,469.17,MO,43,8725,548,64,PAYING
775,5740.85,21,421.92,MO,64,5825,594,52,PAYING
776,12312.1,21,405.59,MO,1138,6500,601,60,REPO HOLD
777,5781.27,21,464.63,MO,0,10725,597,60,PAYING
778,4667.11,26,368.49,MO,0,7475,611,63,PAYING
779,5754.73,28,327.3,MO,0,6550,634,62,PAYING
780,4679.27,26,414.87,MO,0,7700,647,55,PAYING
781,5147.35,26,398,MO,25,7125,578,55,PAYING
782,5176.58,28,468.13,MO,0,9100,634,59,PAYING
783,4892.25,26,392.08,MO,0,11650,578,60,PAYING
784,5013.68,26,419.17,MO,0,9175,571,60,PAYING
785,8400.66,22,300,MO,1153,3625,420,43,REPO HOLD
786,3795.8,22,250,MO,0,2900,503,59,PAYING
787,2055.16,20.5,543,MO,17,7175,521,50,PAYING
788,4057.47,20.4,515,MO,31,7000,582,51,PAYING
789,1220.49,15.21,207,SM,0,6850,648,120,PAYING
790,1730.86,14.16,226,SM,8,10325,660,120,PAYING
791,2573.08,15.13,242.72,SM,0,8475,673,120,PAYING
792,3370.44,15.17,251.82,SM,0,9700,591,122,PAYING
793,3740.52,21.5,375,MO,53,6425,581,54,PAYING
794,12649.83,19.9,539.16,MO,0,12725,479,70,PAYING
795,7730.41,22,544.68,MO,71,14700,589,54,PAYING
796,4949.41,23,428.05,MO,187,5900,608,48,REPO HOLD
797,5109.67,18.03,275,BW,0,9500,636,129,PAYING
798,2373.29,16.89,275,BW,0,13875,0,105,PAYING
799,3064.89,13.57,250,BW,0,13800,622,116,PAYING
800,8922.16,18.12,600,MO,0,15100,0,60,PAYING
801,4416.77,18.03,257.15,BW,0,14000,0,130,PAYING
802,12904.7,18.09,285,BW,75,13825,669,134,PAYING
803,5745.57,18.03,296,BW,47,9750,605,129,PAYING
804,4592.45,23.33,509.92,MO,0,11325,463,52,PAYING
805,4785.95,23.37,260.16,MO,823,3975,414,48,REPO HOLD
806,11959.13,18.45,592.57,MO,0,14150,667,69,PAYING
807,5477.8,18.65,295.8,MO,0,6400,556,62,PAYING
808,10725.81,18,423.76,MO,110,10450,524,68,REPO HOLD
809,6965.27,21.31,359.01,MO,1,5100,589,68,PAYING
810,7317.54,17.22,465.09,MO,0,8975,529,62,PAYING
811,2468.46,16.88,379.06,MO,13,6625,509,47,PAYING
812,3676.84,16.87,373.97,MO,27,8850,458,47,PAYING
813,5025.14,29.9,730.46,MO,3,12000,0,48,PAYING
814,17529.88,29.9,1133.98,MO,223,21225,582,50,REPO HOLD
815,3356.55,27.89,198.4,BW,35,4400,550,103,PAYING
816,5551.21,23,452.35,MO,0,6975,541,55,PAYING
817,1021.36,20.38,415,MO,0,4000,597,50,PAYING
818,1674.76,20.34,500,MO,65,7250,540,48,PAYING
819,4022.58,20.35,480,MO,3,6225,681,54,PAYING
820,1497.34,20,427.75,MO,4,13150,483,49,PAYING
821,15489.64,18,656.79,MO,18,16800,0,69,PAYING
822,10055.43,16.85,250,BW,922,9000,567,132,REPO HOLD
823,4650.69,23.99,370.32,MO,48,5625,536,51,PAYING
824,7810.69,21.99,390.24,MO,0,8350,485,62,PAYING
825,9212.24,18.45,417.48,MO,10,8150,0,70,PAYING
826,8802.77,23.02,494.77,MO,0,8550,505,64,PAYING
827,6430.21,23.99,416.58,MO,2,7350,480,54,PAYING
828,3249.16,23.82,575,MO,448,12500,556,48,CH 13 BANKRUPTCY
829,2662.92,20.99,377.9,MO,3,8375,543,73,PAYING
830,5787.43,18.8,361.47,MO,78,9050,503,67,PAYING
831,2659.16,21,276.05,MO,0,7575,627,62,PAYING
832,4372.21,18.74,336.66,MO,0,8600,654,62,PAYING
833,12860.05,19.5,626.75,MO,8,13275,620,77,PAYING
834,4421.17,22,364.69,MO,97,9050,660,67,PAYING
835,3786.25,18.74,324.92,MO,0,8200,641,60,PAYING
836,4336.74,18.74,374.07,MO,0,10275,641,60,PAYING
837,3495.74,18,343.83,MO,0,10400,639,60,PAYING
838,5972.73,22,164.88,BW,0,5650,561,138,PAYING
839,5154.62,23.6,354.19,MO,0,7900,551,60,PAYING
840,2057.03,24.99,220.56,BW,75,7350,621,127,PAYING
841,4454.62,16.99,349.01,MO,5,0,NULL,66,PAYING
842,2139.65,19,269.96,MO,0,0,NULL,60,PAYING
843,7713.26,10.24,384.1,MO,1,0,NULL,66,PAYING
844,12436.48,19,437.56,MO,171,0,NULL,68,REPO HOLD
845,7571.83,16.74,399.7,MO,0,0,NULL,72,PAYING
846,2173.63,14.74,280.72,MO,0,0,NULL,62,PAYING
847,14042.69,17.5,499.49,MO,20,0,NULL,70,PAYING
848,6926.57,18.24,366.45,MO,0,0,NULL,65,PAYING
